# SEGGER J-Link RTT Viewer V9.42 Terminal Log File
# Compiled: 12:32:47 on May  6 2026
# Logging started @ 11 May 2026 08:38:47
00> 1.0009, 60.1671, 0.0161, 0.0085, 400.0000, 36.13, 62.18, 1
00> 1.0008, 60.1045, 0.0160, 0.0085, 400.0000, 36.17, 62.14, 1
00> 1.0007, 60.0029, 0.0160, 0.0085, 400.0000, 36.20, 62.00, 1
00> 1.0007, 59.8641, 0.0160, 0.0085, 400.0000, 36.20, 61.90, 1
00> 1.0006, 59.7594, 0.0160, 0.0085, 400.0000, 36.21, 61.85, 1
00> 1.0005, 59.6072, 0.0160, 0.0085, 400.0000, 36.22, 61.78, 1
00> 1.0005, 59.4902, 0.0159, 0.0085, 400.0000, 36.25, 61.69, 1
00> 1.0004, 59.3429, 0.0159, 0.0085, 400.0000, 36.25, 61.60, 1
00> 1.0004, 59.1772, 0.0159, 0.0085, 400.0000, 36.27, 61.55, 1
00> 1.0004, 59.0305, 0.0159, 0.0085, 400.0000, 36.29, 61.51, 1
00> 1.0003, 58.8265, 0.0159, 0.0085, 400.0000, 36.28, 61.45, 1
00> 1.0003, 58.7106, 0.0159, 0.0084, 400.0000, 36.22, 61.83, 1
00> 1.0003, 58.5522, 0.0159, 0.0084, 400.0000, 36.24, 61.84, 1
00> 1.0002, 58.4335, 0.0159, 0.0084, 400.0000, 36.25, 61.82, 1
00> 1.0002, 58.2624, 0.0159, 0.0084, 400.0000, 36.24, 61.70, 1
00> 1.0002, 58.1021, 0.0159, 0.0084, 400.0000, 36.25, 61.63, 1
00> 1.0002, 57.9368, 0.0158, 0.0084, 400.0000, 36.28, 61.60, 1
00> 1.0002, 57.7798, 0.0158, 0.0084, 400.0000, 36.29, 61.58, 1
00> 1.0001, 57.5882, 0.0158, 0.0084, 400.0000, 36.29, 61.47, 1
00> 1.0001, 57.4686, 0.0158, 0.0084, 400.0000, 36.29, 61.41, 1
00> 1.0001, 57.2692, 0.0158, 0.0084, 400.0000, 36.29, 61.39, 1
00> 1.0001, 57.1756, 0.0158, 0.0084, 400.0000, 36.29, 61.33, 1
00> 1.0001, 57.0063, 0.0158, 0.0084, 400.0000, 36.29, 61.32, 1
00> 1.0001, 56.8255, 0.0158, 0.0084, 400.0000, 36.31, 61.30, 1
00> 1.0001, 56.6858, 0.0158, 0.0084, 400.0000, 36.29, 61.26, 1
00> 1.0001, 56.5092, 0.0158, 0.0084, 400.0000, 36.29, 61.24, 1
00> 1.0001, 56.3447, 0.0158, 0.0084, 400.0000, 36.31, 61.24, 1
00> 1.0001, 56.2254, 0.0158, 0.0084, 400.0000, 36.32, 61.22, 1
00> 1.0001, 56.0882, 0.0158, 0.0084, 400.0000, 36.34, 61.14, 1
00> 1.0000, 55.9731, 0.0158, 0.0084, 400.0000, 36.34, 61.14, 1
00> 1.0000, 55.8699, 0.0158, 0.0084, 400.0000, 36.34, 61.11, 1
00> 1.0000, 55.7293, 0.0158, 0.0084, 400.0000, 36.35, 61.08, 1
00> 1.0000, 55.5993, 0.0158, 0.0084, 400.0000, 36.35, 61.06, 1
00> 1.0000, 55.4609, 0.0158, 0.0084, 400.0000, 36.35, 61.05, 1
00> 1.0000, 55.3388, 0.0158, 0.0084, 400.0000, 36.36, 61.04, 1
00> 1.0000, 55.2610, 0.0158, 0.0084, 400.0000, 36.38, 61.02, 1
00> 1.0000, 55.1108, 0.0158, 0.0084, 400.0000, 36.36, 60.97, 1
00> 1.0000, 54.9936, 0.0158, 0.0084, 400.0000, 36.36, 60.99, 1
